name,opt_out_link,covered_by,completed
Deloitte Financial Advisory Services LLP,https://www.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html,,False
Deloitte Financial Advisory Services LLP,https://www.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html?icid=bottom_do-not-sell-my-personal-information,,False
Deluxe Corporation,https://www.deluxe.com/policy/donotsell/,,False
"Demand Science Group, LLC",https://demandscience.com/privacy-policy-ccpa/,,False
"Demand Science US, LLC",https://demandscience.com/privacy-policy-ccpa/,,False
Demyst Data Ltd,https://www.demyst.com/personal-information-request-california,,False
"Demyst Data, Ltd",https://www.demyst.com/data-subject-action-request,,False
"Demyst Data, Ltd",https://www.demyst.com/personal-information-request-california,,False
Diablo Media,https://diablomedia.com/privacy-request/,,False
Diablo Media,https://www.everydayresources.com/opt-out,,False
"Dice Career Solutions, Inc.",https://www.dice.com/about/ccpa/#cmpscreencustom,,False
"Digicenter, LLC.",https://www.collectivedata.io/opt-out-do-not-sell-request-process/,,False
Digital Media Solutions,https://dmsunsub.io/,,False
Digital Media Solutions LLC,https://dmsunsub.io/,,False
"Digital Media Solutions, LLC",https://dmsunsub.io/,,False
"Digital Segment, LLC",https://www.digitalsegment.com/about/personal-opt-out/,,False
"Digital Segment, LLC",https://www.digitalsegment.com/about/consumer-opt-out/,,False
Diligent Corporation,https://diligentlegal.results.highbond.com/survey_responses/9Wrc_yiuertX-uLJ4bJA/edit,,False
"Direct Marketing Solutions, Inc.",https://www.teamdms.com/opt-out,,False
Disco Technology Inc.,https://support.disconetwork.com/hc/en-us/articles/4418121857819-CCPA-on-Disco#h_01GZPTPA4SPX26NA7E7HP5KHYS,,False
"Discoverorg Data, LLC",https://www.zoominfo.com/privacy-center/unsubscribe,,False
"Disqus, Inc.",https://disqus.com/data-sharing-settings/,,False
Distribution Processing Center LLC,https://dpcoptout.com/opt-out/,,False
Dmdatabases,https://dmdatabases.com/about-us/opt-out/,,False
"Donorbase, Inc.",https://www.data-axle.com/do-not-sell-my-data/,,False
"Donorbase, LLC",https://www.data-axle.com/do-not-sell-my-data/,,False
"Dspolitical, LLC",https://www.winwithoptimal.com/opt-out-of-advertising/,,False
Dstillery Inc.,https://www.dstillery.com/,,False
"Dtn, LLC",https://www.dtn.com/do-not-sell-my-information-form/,,False
"Dun & Bradstreet, Inc",https://www.dnb.com/utility-pages/privacy-policy.html#article-nineteen-1,,False
"Dun & Bradstreet, Inc.",https://submit-irm.trustarc.eu/services/validation/ba81b98f-997d-4216-b4cc-d64cf261b082,,False
E.Republic LLC,https://erepublic.secure.force.com/PrivacyRequest/,,False
"E.Republic, LLC",https://erepublic.secure.force.com/PrivacyRequest/,,False
"EAB Global, Inc.",https://privacyportal.onetrust.com/webform/2d4f8bee-b269-434d-a07f-3b94c6618cb4/draft/5cf0e525-940a-42ef-9f33-e89cd2aea637,,False
ELECTRONIC VOICE SERVICES Inc,https://www.evs7.com/personal-information-request,,False
EQUIFAX INFORMATION SERVICES LLC,https://www.optoutprescreen.com/,,False
EXACT OPCO LLC,https://www.exactcustomer.com/DoNotSell.aspx,,False
"Economic Modeling, LLC",https://optout.networkadvertising.org/,,False
"Edvisors Fas, Inc.",https://www.edvisors.com/third-party-opt-out/,,False
"Edvisors Network, Inc.",https://www.edvisors.com/third-party-opt-out/,,False
"Ekata, Inc.",https://www.mastercard.us/public/my-data/dgr-public/personal-data-request.html?locale=en-us&region=NAM#/ekata/request/personalinfo,,False
"El Toro.Com, LLC",https://www.eltoro.com/do-not-sell-my-personal-information/,,False
"Electronic Voice Services, Inc.",https://www.evs7.com/personal-information-request,,False
Emerges.Com,https://www.emerges.com/Government-Record-Opt-Out_ep_51-1.html,,False
Emerges.Com Incorporated,https://www.emerges.com/Government-Record-Opt-Out_ep_51-1.html,,False
"Emerges.Com, Inc",https://www.emerges.com/Government-Record-Opt-Out_ep_51-1.html,,False
"Employment Tax Servicing, LLC",https://www.experianverify.com/privacy/opt-out-targeted-advertising,,False
Enformion,https://www.enformion.com/do-not-sell/,,False
Enformion LLC,https://www.enformion.com/do-not-sell/,,False
"Enformion, LLC",https://www.enformion.com/do-not-sell/,,False
"Enformion, LLC",https://www.enformion.com/opt-out/,,False
"Enigma Technologies, Inc.",https://enigma.com/company/do-not-share-or-sell-my-personal-information,,False
"Enigma Technologies, Inc.",https://www.enigma.com/company/do-not-share-or-sell-my-personal-information,,False
Eprodirect,https://www.eprodirect.com/do-not-sell-my-personal-information/,,False
Eprodirect LLC,https://www.eprodirect.com/do-not-sell-my-personal-information/,,False
"Epsilon Data Management, LLC",https://legal.epsilon.com/dsr/,,False
Equifax Apprise Solutions LLC,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
Equifax Data Services LLC,https://www.optoutprescreen.com/,,False
Equifax Information Services LLC,https://www.optoutprescreen.com/,,False
Equifax Workforce Solutions LLC,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
Equimine,https://www.propstream.com/privacy-request,,False
Exact Customer,https://www.exactcustomer.com/DoNotSell.aspx,,False
Exact Data,https://www.data-axle.com/do-not-sell-my-data/,,False
"Exact Opco, LLC",https://www.remodelyourhome.com/PrivacyRequest.aspx,,False
Exelate Inc.,https://www.nielsen.com/legal/optout-page/,,False
"Exelate, Inc.",https://www.nielsen.com/legal/optout-page/,,False
Exlservice.Com,mailto:Privacy@exlservice.com,,False
Exlservice.Com LLC,mailto:Privacy@exlservice.com,,False
"Exlservice.Com, LLC.",https://privacy-central.securiti.ai/#/dsr-universal/4cf95bf6-78ca-4b1a-b55e-7ae4748468e8,,False
"Experian Background Data, Inc.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
Experian Data Corp,https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Employer Services, Inc.",https://www.experianverify.com/privacy/opt-out-targeted-advertising,,False
"Experian Fraud Prevention Solutions, Inc.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Health, Inc.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Information Solutions, Inc.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Marketing Solutions, Inc.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Marketing Solutions, LLC",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
"Experian Marketing Solutions, LLC.",https://www.experian.com/privacy/opt-out-targeted-advertising,,False
Explorium Inc.,https://www.explorium.ai/do-not-sell-my-personal-information/,,False
"Exponential Interactive, Inc.",https://www.vdx.tv/policies/privacy#opting-out,,False
Eyeota Pte Ltd,https://www.eyeota.com/how-to-opt-out,,False
FARADAY Inc,https://faraday.ai/privacy-options,,False
"FD Holdings, LLC",https://www.factualdata.com/privacy/dsar-requests,,False
FIRST ORION CORP,https://privacy.firstorion.com/,,False
FOCUS USA,https://www.focus-usa.com/optout-form/,,False
FOO MONK LLC,https://help.instantly.ai/en/collections/9392788-instantly-privacy-center,,False
FOURLEAF LLC,https://www.fourleafdata.com/privacy-policy,,False
FRAISER LLC,https://www.fraiser.org/data-request-form,,False
Factori Technologies LLC,https://www.factori.ai/do-not-sell-my-information/,,False
"Factual Data, Inc.",https://www.factualdata.com/privacy/dsar-requests,,False
"Falcon.io US, Inc.",https://www.brandwatch.com/p/legal-data-subject-access-request/,,False
"Family Tree Now, LLC",https://www.zendesk.com/company/agreements-and-terms/privacy-notice/,,False
Famous Birthdays LLC,http://optout.networkadvertising.org/?c=1#!/,,False
"Faraday, Inc.",https://www.faraday.io/privacy-options,,False
"Faraday, Inc.",https://www.faraday.ai/privacy-options,,False
"Fideo Intelligence, Inc.",https://app.fideo.ai/your-privacy-choices,,False
"Fideo Intelligence, Inc.",https://app.fideo.ai/your-privacy-choices/,,False
Fifty Technology Limited,https://www.fifty.io/opt-out,,False
Fifty Technology Ltd,https://www.fifty.io/opt-out,,False
Findem Inc,https://www.findem.ai/do-not-sell-or-share-my-personal-information,,False
"Findem, Inc.",https://www.findem.ai/do-not-sell-or-share-my-personal-information,,False
"Finthrive Healthcare, Inc.",https://privacyportal.onetrust.com/webform/e2abd578-6539-47f6-9895-b18d23b76ac4/c3d22390-d038-4464-83d3-3f0c91c76a01,,False
First American Data Tree LLC,https://www.firstam.com/privacy-policy/#california,,False
"First Direct, Inc.",https://compliance.firstdirectmarketing.com/,,False
"First Movers Advantage, LLC",https://www.fmadata.com/opt-out-requests/new,,False
First Orion,https://privacy.firstorion.com/,,False
First Orion Corp,https://privacy.firstorion.com/,,False
"First Orion, Inc.",https://privacy.firstorion.com/,,False
Flashintel,https://www.flashintel.ai/dont-sell-my-information,,False
Focus USA,https://www.focus-usa.com/optout-form/,,False
"Focus USA, Inc",https://www.focus-usa.com/optout-form/,,False
Foo Monk LLC,https://help.instantly.ai/en/collections/9392788-instantly-privacy-center,,False
"Forewarn, LLC",https://www.forewarn.com/opt-out-policy/,,False
Fourleaf LLC,https://www.fourleafdata.com/privacy-policy,,False
"Foursquare Labs, Inc",https://optout.aboutads.info/?c=2&lang=EN,,False
"Foursquare Labs, Inc.",https://optout.aboutads.info/?c=2&lang=EN,,False
"Foursquare Labs, Inc.",https://foursquare.com/data-requests,,False
"Fourthwall Media, Inc.",https://www.fourthwall.tv/donotsellorshare-fourthwall,,False
Fraiser LLC,https://www.fraiser.org/data-request-form,,False
"Fraiser, LLC",https://www.fraiser.org/data-request-form,,False
Free Stream Media Corp.,https://www.samba.tv/users/notice-of-right-to-opt-out,,False
"Freemium Data Services, LLC",https://www.reachdata.com/privacy,,False
Freewheel Media Inc,https://www.freewheel.com/do-not-sell-my-information,,False
"Freshaddress, LLC",https://instantdata.atdata.com/optout,,False
"Frontline Esolutions, LLC",https://www.experianverify.com/privacy/opt-out-targeted-advertising,,False
FullContact,https://platform.fullcontact.com/your-privacy-choices,,False
"Fullcontact, Inc.",https://platform.fullcontact.com/your-privacy-choices,,False
Fyllo,https://www.hellofyllo.com/legal/privacy-choices,,False
"G2 Bankruptcy Risk Solutions, Inc.",https://g2risksolutions.com/consumer-center/,,False
GA-UC HOLDINGS Inc,https://www.unacast.com/opt-out,,False
GETEMAILS LLC,https://app.retention.com/optout/,,False
GRASSROOTS ANALYTICS Inc,https://www.grassrootsanalytics.com/california-consumer-privacy-act-ccpa,,False
GRIN Technologies Inc.,https://www.grin.co/data-privacy-form/,,False
GUIDESTAR DIRECT CORP,mailto:privacy@carneydirect.com?Subject=Privacy%20Policy%20%E2%80%93%20Opt%20Out%20Request,,False
Gale,https://info.cengage.com/LP=5633,,False
Getemails LLC,https://app.retention.com/optout/,,False
"Getemails, LLC",https://app.getemails.com/ccpa_details,,False
Giant Partners,https://giantpartners.com/do-not-sell-my-personal-info-all-other-states/,,False
"Giant Partners, Inc.",https://giantpartners.com/do-not-sell-my-personal-info-all-other-states/,,False
"Good Boy Studios, Inc",https://www.parade.pet/,,False
Grassroots Analytics,https://www.grassrootsanalytics.com/california-consumer-privacy-act-ccpa,,False
Grata Inc,https://www.grata.com/legal/do-not-sell-my-information,,False
"Gravy Analytics, Inc.",https://gravyanalytics.com/mobile-advertising-opt-form/?hsLang=en,,False
"Gravy Analytics, Inc.",https://www.unacast.com/opt-out,,False
Grayhair Software LLC,https://www.grayhairsoftware.com/privacy-policy/#Do-Not-Sell-My-Personal-Information,,False
"Grayhair Software, LLC",https://www.grayhairsoftware.com/privacy-policy/#Do-Not-Sell-My-Personal-Information,,False
Great Lakes List Management,https://www.greatlakeslists.com/opt_out_request.php,,False
"Great Lakes List, Inc.",https://www.greatlakeslists.com/opt_out_request.php,,False
Growbots Inc,https://www.growbots.com/do-not-sell-my-info/,,False
Growbots Inc.,https://www.growbots.com/do-not-sell-my-info/,,False
"Guidestar Direct, Corp.",mailto:privacy@carneydirect.com?Subject=Privacy%20Policy%20%E2%80%93%20Opt%20Out%20Request,,False
Gunderson Direct,https://gundir.com/opt-out/,,False
H1 Insights Inc.,https://www.h1.co/legal/privacy-preferences,,False
HD INFORMATION LLC,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
"HD Information, LLC",https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
HEARTBEAT.AI Inc,https://www.heartbeat.ai/optout,,False
HERE North America LLC,https://legal.here.com/en-gb/privacy/do-not-sell,,False
"Healthcare, Inc.",https://www.healthcare.com/data-request/request-form/,,False
"Healthcare, Inc.",https://www.healthcare.com/data-request/request-form,,False
"Healthcare, Inc.",https://www.healthcare.com/privacy-policy#right-to-opt-out,,False
"Healthlink Dimensions, LLC",https://www.healthlinkdimensions.com/consumerprivacyrights?hsLang=en,,False
Healthwise Data,https://www.healthwisedata.com/compliance-optout,,False
Healthwise Data LLC,https://www.healthwisedata.com/compliance-optout,,False
"Healthwise Data, LLC",https://www.healthwisedata.com/compliance-optout,,False
Heartbeat.Ai Inc,https://heartbeat.ai/optout,,False
Heartbeat.Ai Inc,https://www.heartbeat.ai/optout,,False
Helix Campaigns LLC,https://helixcampaigns.com/mydata/,,False
Hexasoft Development Sdn. Bhd.,https://www.ip2location.com/do-not-sell,,False
"Hireteammate, Inc.",https://app.hireez.com/optout,,False
"Hireteammate, Inc.",https://app.hireez.com/ownyourdata,,False
"Hireteammate, Inc.",https://app.hiretual.com/optout,,False
Hivestack Inc.,https://www.hivestack.com/opt-out-california-residents/,,False
"Hivestack, Inc.",https://www.hivestack.com/opt-out-california-residents/,,False
"Home Contractors Review, LLC",https://www.fivestarrated.com/do-not-sell,,False
Homedata,https://privacy.deepsync.com/,,False
Homeowners Marketing Services Inc,https://homeownersmarketingservices.com/list-removal-request-new/,,False
"Homeowners Marketing Services, Inc",https://homeownersmarketingservices.com/list-removal-request-new/,,False
Hunter Web Services Inc,https://hunter.io/claim?ref=donotsell,,False
"Hunter Web Services, Inc.",https://www.hunter.io/claim?ref=donotsell,,False
I360 LLC,https://privacyportal.onetrust.com/webform/77dff651-9f08-40cd-99fe-a7c487b2504d/fd25e566-5931-4987-ae94-13ffd3306913,,False
"I360, LLC",https://privacyportal.onetrust.com/webform/77dff651-9f08-40cd-99fe-a7c487b2504d/fd25e566-5931-4987-ae94-13ffd3306913,,False
ID Analytics LLC,https://consumer.risk.lexisnexis.com/request#california,,False
"ID Analytics, LLC",https://consumer.risk.lexisnexis.com/request,,False
ID5 Technology,https://www.id5.io/platform-privacy-policy/#what-are-your-choices,,False
ID5 Technology Ltd,https://www.id5.io/platform-privacy-policy/#what-are-your-choices,,False
"INSTANT Checkmate, LLC",https://www.instantcheckmate.com/do-not-sell-or-share-my-personal-information,,False
INTELLIREAL LLC,https://www.optoutprescreen.com/,,False
INTERACTIVE DATA LLC,https://ididata.com/idis-privacy-statement#privacy,,False
"INTERACTIVE Data, LLC",https://www.ididata.com/idis-privacy-statement#privacy,,False
IQVIA Digital Inc.,https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,,False
"IQVIA Digital, Inc.",https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,,False
IQVIA Inc,https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,,False
IQVIA Inc.,https://www.iqvia.com/about-us/privacy/ccpa/do-not-sell,,False
IXI Corporation,https://www.optoutprescreen.com/,,False
IXI Corporation,https://myprivacy.equifax.com/opt-in-opt-out/personal-info/,,False
Idengine LLC,https://idengine.com/dnsmpi/,,False
"Ileads.Com, LLC",https://ileads.com/submitrequest/,,False
Illumin Inc.,https://privacy.acuityads.com/opt-out.html,,False
Imprint Analytics LLC,https://imprintanalytics.io/limit-the-use-of-my-sensitive-personal-information/,,False
Indiemark LLC,https://www.emailindustries.com/legal/#ccpa,,False
Indiemark LLC,https://www.blackbox.email/privacy-policy?hsLang=en#ccpa,,False
Infinite Knot Inc.,https://www.contacts411.com/opt-out,,False
Infofree.com,https://privacycompliance.biz/databaseusa-opt-out-process/,,False
Infogroup Inc.,https://www.data-axle.com/do-not-sell-my-data/,,False
Infomatics LLC,https://www.privatereports.com/optOut/name/landing,,False
"Information Data Resources, LLC",https://www.publicinfoservices.com/help-center/privacy-requests,,False
Infutor Data Solutions,https://marketing.verisk.com/privacy-center/,,False
Infutor Data Solutions LLC,https://marketing.verisk.com/privacy-center/,,False
Infutor Data Solutions LLC,https://privacy.infutor.com/s/,,False
"Inmar-Oiq, LLC",https://optout.owneriq.net/,,False
"Inmar-Oiq, LLC",https://www.owneriq.com/privacy-notice.html#opt-out,,False
Inmarket Media LLC,https://www.inmarket.com/opt-out/,,False
"Inmarket Media, LLC",https://www.inmarket.com/opt-out/,,False
"Innovative Database Solutions, Inc.",https://idatabasesolutions.com/do-not-sell-my-personal-info/,,False
"Innovis Data Solutions, Inc.",https://www.innovis.com/personal/optOutOptIn,,False
Instant Checkmate LLC,https://www.instantcheckmate.com/help/cancel-account/,,False
"Instant Checkmate, LLC",https://www.instantcheckmate.com/,,False
"Instant Checkmate, LLC",https://www.instantcheckmate.com/help/cancel-account/,,False
Institutional Shareholder Services Inc.,https://www.issgovernance.com/privacy-legal/ccpa/,,False
"Intelius, LLC",https://www.intelius.com/unsubscribe/,,False
"Intelius, LLC",https://www.intelius.com/privacy-center,,False
"Intellicorp Records, Inc.",https://www.intellicorp.net/marketing/Your-California-Privacy-Rights,,False
Intellireal LLC,https://www.optoutprescreen.com/,,False
Intent IQ LLC,https://www.intentiq.com/opt-out/,,False
Intentgine Inc.,https://www.intentgine.com/ccpa-privacy,,False
Intentmacro Inc.,https://www.intentmacro.com/ccpa-privacy,,False
"Intentsify, LLC",https://app.intentsify.io/opt-out,,False
"Interactive Data, LLC",https://www.ididata.com/do-not-sell-my-personal-information/,,False
"Interactive Data, LLC",https://www.ididata.com/idis-privacy-statement#privacy,,False
Irys,https://www.irys.us/do-not-sell-ccpa,,False
"Irys, Inc",https://www.irys.us/do-not-sell-ccpa,,False
Ispot.Tv,https://www.ispot.tv/privacy/opt-out,,False
"Ispot.Tv, Inc.",https://www.ispot.tv/privacy/opt-out,,False
Iwave,https://go.kindsight.io/privacy-opt-out,,False
Iwave Information Systems,https://go.kindsight.io/privacy-opt-out,,False
Iwave Information Systems Inc.,https://go.kindsight.io/privacy-opt-out,,False
J.D. Power,https://www.jdpower.com/privacy/dsar,,False
"J2 Global Canada, Inc.",https://dsar.ziffdavis.com/,,False
"J2 Global Canada, Inc.",https://platform.fullcontact.com/your-privacy-choices,,False
J2 Martech Corp.,https://dsar.ziffdavis.com/,,False
"JDM LIST Services, LLC",https://www.jdmlistservices.com/do-not-sell-my-info,,False
"JDM List Services, LLC",https://www.jdmlistservices.com/do-not-sell-my-info,,False
JMR MEDIA CONSULTING Inc,https://www.jmr-media.com/do-not-sell-my-personal,,False
"JMR Media Consulting, Inc.",https://www.jmr-media.com/do-not-sell-my-personal,,False
"Jun Group Productions, LLC",https://jungroup.com/ccpa/,,False
KLOUDEND Inc,https://ipapi.co/donotsell/,,False
KOCHAVA Inc.,https://www.kochava.com/opt-out-do-not-sell-request-process/,,False
Kargo Global LLC,https://www.kargo.com/privacy#opt-out,,False
"Key Marketing Advantage, LLC",https://www.keymarketingadvantage.com/do_not_use_my_personal_information,,False
"Kloudend, Inc.",https://www.ipapi.co/donotsell/,,False
"Kloudend, Inc.",https://www.kloudend.com/donotsell/,,False
Knowledge Works Inc.,https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
"Knowledge Works, Inc.",https://myprivacy.equifax.com/opt-in-opt-out/personal-info/,,False
"Knowledge Works, Inc.",https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
Kochava Inc.,https://www.kochava.com/opt-out-do-not-sell-request-process/,,False
Koddi Inc.,https://koddi.com/do-not-sell-my-personal-information/,,False
Kols (Key Opinion Leaders),https://www.keyopinionleaders.com/,,False
"Komodo Health, Inc.",https://komodohealth-privacy.my.onetrust.com/webform/5c3cf8b1-3cf1-422d-84d5-618844b7316f/580adaab-6481-479f-9643-50464eea9863,,False
Kyber Health Data LLC,https://www.cowen.com/kyber-data-science-disclosures/do-not-sell-my-information-request-form/,,False
L.S Mobile Apps Holdings Ltd,https://www.lsmapps.com/onetrust-opt-out,,False
"L2, Inc.",https://l2political.com/california-privacy-rights-for-california-residents-only/,,False
LEAD411 CORPORATION,https://lead411.com/your-privacy-choices/,,False
LEADIQ Inc,https://www.leadiq.com/privacy-center,,False
LEADSPACE Inc,https://www.leadspace.com/do-not-sell-form/,,False
LIVERAMP HOLDINGS Inc,https://optout.liveramp.com/opt_out,,False
LOOKIFY LLC,https://www.lookify.io/opt-out,,False
"Lake Group Media, Inc.",https://www.data-axle.com/do-not-sell-my-data/,,False
Lead Intelligence Inc,https://privacy.infutor.com/s/,,False
"Lead Intelligence, Inc.",https://www.jornaya.com/privacy-center/,,False
Lead Me Media,https://policy.leadmemedia.com/California/californiaform.html,,False
"Lead Me Media, LLC",https://policy.leadmemedia.com/California/californiaform.html,,False
Lead411 Corporation,https://www.lead411.com/your-privacy-choices/,,False
Leadcrunch,https://getrev.ai/do-not-sell-or-share-my-personal-information/,,False
Leadership Connect,https://www.leadershipconnect.io/opt-out,,False
"Leadiq, Inc",https://privacy.leadiq.com/privacy-center,,False
"Leadiq, Inc",https://www.leadiq.com/privacy-center#your-privacy-matters,,False
"Leadiq, Inc.",https://www.leadiq.com/privacy-center,,False
Leadsmarket.Com LLC,https://www.leadsmarket.com/privacy-policy.,,False
Leadsmarket.Com LLC,https://www.leadsmarket.com/ccpa-notice,,False
Leadspace Inc,https://www.leadspace.com/do-not-sell-form/,,False
"Leadspace, Inc.",https://www.leadspace.com/do-not-sell-form/,,False
"Leidos Digital Solutions, Inc.",https://leidosiq.com/privacy-statement/,,False
"Leidos Digital Solutions, Inc.",https://www.leidos.com/privacy/california-privacy-notice#opt-out,,False
Len Schenker,https://ecom2.anchorcomputer.com/privacyrequest,,False
Lender Feed LC,https://my.monitorbase.com/privacypolicy,,False
Lender Feed LLC,https://my.monitorbase.com/privacypolicy,,False
LexisNexis,https://www.lexisnexis.com/global/privacy/en/privacy-center-us.page,,False
LexisNexis Risk Solutions,https://consumer.risk.lexisnexis.com/request#california,,False
LexisNexis Risk Solutions FL Inc.,https://consumer.risk.lexisnexis.com/request#california,,False
Lexisnexis Risk Solutions FL Inc.,https://consumer.risk.lexisnexis.com/request#california,,False
Lexisnexis Risk Solutions Inc,https://consumer.risk.lexisnexis.com/request#california,,False
Lifesight LLC,https://lifesight.io/opt-out/,,False
"Lightbox Parent, L.P.",https://www.lightboxre.com/,,False
Lighthouse List,https://unsubscribe.stirista.com,,False
Limeleads,https://www.limeleads.com/do-not-sell-my-data-request/,,False
"Lionshare Marketing, Inc",https://www.lionsharemarketing.com/ccpa-opt-out/,,False
List Service Direct Inc.,https://listservicedirect.com/opt-out/,,False
Live Intent,https://privacy.liveintent.com/,,False
LiveIntent,https://privacy.liveintent.com/,,False
"LiveIntent, Inc.",https://privacy.liveintent.com/,,False
"Liveintent, Inc.",https://privacy.liveintent.com/,,False
"Liveramp Holdings, Inc.",https://www.liveramp.com/opt_out/,,False
"Liveramp, Inc.",https://www.liveramp.com/opt_out/,,False
Localblox,https://consumer.localblox.com/privacy_policy,,False
Locatesmarter LLC,https://www.locatesmarter.com/request-to-opt-out-do-not-sell-my-personal-information/,,False
"Locatesmarter, LLC",https://www.locatesmarter.com/request-to-opt-out-do-not-sell-my-personal-information/,,False
Lookify,https://www.lookify.io/opt-out,,False
"Lookify, LLC",https://www.lookify.io/opt-out,,False
"Lotadata, Inc.",https://lotadata.com/personal_information,,False
"Lotame Solutions, Inc.",https://lotame-optout.com/,,False
"Lotame Solutions, Inc.",https://www.lotame.com/privacy/privacy-manager/,,False
"Lundquist Consulting, Inc.",https://g2risksolutions.com/consumer-center/,,False
Lusha Systems Inc,https://dashboard.lusha.co/opt-out?ccpa=true,,False
"Lusha Systems, Inc.",https://www.lusha.com/privacy-center/request-removal/,,False
M & R Strategic Services Inc,https://docs.google.com/forms/d/e/1FAIpQLSefr7ccty1bMZza8chUgLe0eWktBpQ_wGhzFpzeUupGlna3CA/viewform?usp=sf_link,,False
M&R Strategic Services,https://docs.google.com/forms/d/e/1FAIpQLSefr7ccty1bMZza8chUgLe0eWktBpQ_wGhzFpzeUupGlna3CA/viewform?usp=sf_link,,False
"M1 Data & Analytics, LLC",https://m1-data.com/unsubscribe/,,False
MAGNITE Inc,https://www.magnite.com/legal/user-choice-portal/,,False
MATCHBOOK DATA LLC,https://www.matchbookdata.com/opt-out-form/,,False
MAXMIND Inc,https://www.maxmind.com/en/opt-out,,False
MCH Inc,https://www.mchdata.com/about/ccpaemail,,False
MCH Inc.,https://www.mchdata.com/about/ccpaemail,,False
MCH Strategic Data,https://www.mchdata.com/about/ccpaemail,,False
MEDIAWALLAH Inc,https://mediawallah.com/donotsell/,,False
MELISSA DATA CORPORATION,https://apps.melissa.com/user/consumerprivacy.aspx,,False
"MH Sub I, LLC",https://www.internetbrands.com/privacy/privacy-contact-form.php,,False
MILESTONE MARKETING SOLUTIONS,https://www.milestonemarketingsolutions.com/do-not-sell-my-information,,False
MOBILEWALLA Inc,https://www.mobilewalla.com/global-opt-out-request,,False
MOODYS ANALYTICS Inc,https://ma.moodys.com/Do-Not-Sell-My-Information.html,,False
"MULTIMEDIA Lists, Inc.",https://privacyportal.privacypillar.com/dsar/form?orgid=3b24c635-e1a9-4e8c-8e61-9f5fa0024f9c&propid=d3da91fd-2750-4534-9436-f29b3e513fe5&formid=4106bc86-1ddf-461b-b7f6-a5f53b0977b3&status=publish,,False
"Madhive, Inc.",https://www.madhive.com/legal/us-state-privacy-notice#optOut,,False
Magnite Inc,https://www.magnite.com/legal/user-choice-portal/#optout,,False
Malvern Media Inc.,https://privacyportal.privacypillar.com/dsar/form?formid=6e6ff4b8-2296-4589-ae7f-563fa743ec2d&orgid=369c8ff9-8ffb-4308-8362-f01691e77db8&propid=64c8904f-8bac-4dd9-8e6c-d052be1918a2&status=publish,,False
Marinus Analytics,https://www.marinusanalytics.com/do-not-sell-my-personal-information,,False
Market Force Corporation,https://www.marketforcecorp.com/opt-out/,,False
"Marketing Partner Services, LLC",https://www.siteimpact.com/cali_compliance.php,,False
Marketops,https://marketops.com/privacy-options/,,False
Marketops LLC,https://www.marketops.com/privacy-options/,,False
"Marriott International, Inc.",https://privacyportal.onetrust.com/webform/0894cd2c-85ba-4d0b-8ec1-e18f3735e0e0/b03c7f1f-4aca-4502-b5eb-d8d883be4c8c,,False
Matchandappend.Com LLC,https://www.matchandappend.com/do-not-sell-my-data/,,False
"Matchbook Data, LLC",https://www.matchbookdata.com/opt-out-form/,,False
"Maxmind, Inc.",https://www.maxmind.com/en/opt-out,,False
"Mch, Inc.",https://www.mchdata.com/about/ccpaemail,,False
"Media Resource Group, Inc",https://www.mrginc.com/opt-out/,,False
"Media Resource Group, Inc.",https://www.mrginc.com/opt-out/,,False
Media Source Solutions,https://unsubscribe.stirista.com/,,False
"Media.Net Advertising Fz, LLC",https://www.media.net/optout/,,False
"Mediamath, Inc.",https://www.mediamath.com/privacy-policy/ccpa-optout/,,False
"Mediasoft, LLC",https://www.mediasoftstudio.com/unsubscribe.php,,False
Mediawallah Inc,https://mediawallah.com/donotsell/,,False
"Mediawallah, LLC",https://mediawallah.com/donotsell/,,False
Melissa Corporation,https://apps.melissa.com/user/consumerprivacy.aspx,,False
Melissa Data Corporation,https://apps.melissa.com/user/consumerprivacy.aspx,,False
Meltwater News US Inc,https://www.meltwater.com/en/legal,,False
Meltwater News US Inc.,https://www.meltwater.com/en/legal,,False
Meltwater News US Inc.,https://www.meltwater.com/en/privacy#opt-out,,False
Merkle Inc,https://merkleinc.com/en/privacy-policy/data-product-privacy-notice/control-your-personal-information.html,,False
